checkpoint,eval_idx,joint,pearson_r,nmse,rmse_deg,pooled_rmse_deg,toe_off_pct,note
10158080,0,hip,0.9597410508506506,0.3668227900146149,9.953471698467583,,58.94145950280674,
10158080,0,knee,0.9544939069172123,0.1603474587258086,6.864880113603398,,58.94145950280674,
10158080,0,ankle,0.3049222053485367,1.2427081207022745,10.574816240564616,,58.94145950280674,
10158080,0,all_joints_summary,0.7397190543721331,0.5899594564808993,9.131056017545198,9.274066284502744,58.94145950280674,
