checkpoint,eval_idx,joint,pearson_r,nmse,rmse_deg,pooled_rmse_deg,toe_off_pct,note
19066880,0,hip,0.7540252977453078,0.5791942331543155,12.507155390056361,,29.508196721311474,
19066880,0,knee,0.1664208455403255,1.7861796790276316,22.912078502947935,,29.508196721311474,
19066880,0,ankle,-0.10859812796234712,2.446155426868275,14.836459839642858,,29.508196721311474,
19066880,0,all_joints_summary,0.270616005107762,1.603843113016741,16.751897910882384,17.335059060082067,29.508196721311474,
